participant_id,fixation_id,x,y,preference,fixation_duration,pupil_diameter
64,1,364.0,296.0,Caprice,630.0,3.1657
64,2,1450.1,317.2,Caprice,372.6,2.7254
64,3,1505.0,284.4,Caprice,365.8,2.7949
64,4,1799.4,389.0,Caprice,343.6,2.7873
64,5,1542.2,781.1,Caprice,391.5,3.0364
64,6,1426.9,332.6,Caprice,250.4,2.8386
64,7,1406.1,668.8,Caprice,395.4,3.0130
64,8,457.7,706.9,Caprice,569.9,3.4980
64,9,1484.3,332.8,Caprice,309.7,2.9352
64,10,519.8,273.7,Caprice,524.9,3.0736
65,1,1571.4,723.8,WaferRoll,477.0,3.7819
65,2,1643.4,807.4,WaferRoll,644.9,3.4950
65,3,556.7,184.2,WaferRoll,347.6,3.4558
65,4,511.8,712.7,WaferRoll,498.6,3.2875
65,5,615.6,721.4,WaferRoll,361.9,3.2593
65,6,1432.3,324.6,WaferRoll,478.0,3.3967
66,1,1525.8,703.2,WaferRoll,587.8,3.0425
66,2,1429.0,306.6,WaferRoll,386.3,3.0573
66,3,458.3,405.3,WaferRoll,382.7,2.4980
66,4,1410.6,335.4,WaferRoll,421.4,3.0629
66,5,1569.9,652.2,WaferRoll,418.0,3.0435
66,6,1608.0,688.0,WaferRoll,433.7,3.0176
66,7,1564.4,759.3,WaferRoll,376.1,3.0041
66,8,1461.1,331.1,WaferRoll,334.1,2.9193
67,1,487.9,377.5,WaferRoll,369.2,2.9338
67,2,495.6,230.6,WaferRoll,221.3,2.6243
67,3,1689.3,472.4,WaferRoll,612.5,3.3711
67,4,373.7,647.6,WaferRoll,280.1,2.9427
67,5,1699.6,602.6,WaferRoll,421.3,3.0650
67,6,1434.4,235.0,WaferRoll,436.6,3.2501
67,7,637.8,702.5,WaferRoll,282.6,2.9896
68,1,1727.2,431.1,WaferRoll,316.5,3.1082
68,2,1407.6,249.6,WaferRoll,229.7,3.0644
68,3,585.3,330.2,WaferRoll,131.7,2.8854
68,4,1560.2,749.5,WaferRoll,331.7,3.0110
68,5,638.4,337.8,WaferRoll,134.7,2.6043
68,6,450.5,636.7,WaferRoll,180.0,2.6300
68,7,618.9,232.8,WaferRoll,165.3,2.6390
69,1,1428.4,589.6,WaferRoll,413.6,3.3642
69,2,1399.6,308.4,WaferRoll,375.1,2.9241
69,3,1531.4,756.0,WaferRoll,440.5,3.4594
69,4,1540.9,735.9,WaferRoll,503.0,3.2383
69,5,499.6,832.5,WaferRoll,287.1,2.9059
69,6,527.1,704.6,WaferRoll,201.3,2.8802
69,7,1542.4,613.6,WaferRoll,428.9,3.3620
69,8,1696.0,382.8,WaferRoll,368.5,3.2164
70,1,1713.8,377.9,Caprice,236.3,2.7889
70,2,636.5,594.2,Caprice,387.5,3.0106
70,3,1465.7,313.4,Caprice,205.6,2.9842
70,4,1582.4,656.4,Caprice,243.7,3.0304
70,5,430.2,689.7,Caprice,368.4,3.1491
70,6,1497.6,802.6,Caprice,310.1,2.9134
70,7,493.2,357.8,Caprice,409.5,3.0816
71,1,1413.1,301.5,Caprice,214.0,3.1281
71,2,1554.7,731.1,Caprice,288.3,2.8438
71,3,544.5,678.9,Caprice,351.0,3.2587
71,4,577.0,687.4,Caprice,337.8,3.3782
71,5,1514.6,591.0,Caprice,273.4,2.9723
71,6,1356.1,311.8,Caprice,251.9,2.9887
71,7,500.6,750.2,Caprice,494.2,3.4850
72,1,582.1,418.6,Caprice,394.2,3.3741
72,2,1423.4,663.5,Caprice,183.7,3.3436
72,3,1580.5,784.7,Caprice,156.2,3.2886
72,4,1484.2,325.5,Caprice,158.7,3.1983
72,5,593.3,760.6,Caprice,253.2,3.3091
72,6,1475.8,675.8,Caprice,242.4,2.9648
72,7,1699.1,447.5,Caprice,204.9,2.9540
73,1,1738.6,488.1,Caprice,201.2,2.9570
73,2,1436.3,276.0,Caprice,264.8,3.2367
73,3,1500.7,272.9,Caprice,252.1,3.0437
73,4,556.7,687.9,Caprice,499.8,3.2354
73,5,589.1,806.0,Caprice,272.6,3.5789
73,6,437.9,600.2,Caprice,381.7,3.3456
73,7,1739.7,437.3,Caprice,280.6,3.1759
74,1,512.8,261.1,WaferRoll,120.3,2.6245
74,2,501.3,604.2,WaferRoll,196.1,2.7472
74,3,1404.7,297.4,WaferRoll,361.2,3.1258
74,4,1453.9,315.2,WaferRoll,441.7,2.9212
74,5,1742.2,448.4,WaferRoll,461.7,2.9363
74,6,407.5,796.4,WaferRoll,345.7,2.9066
74,7,1512.0,749.3,WaferRoll,333.6,3.1323
74,8,1474.5,317.9,WaferRoll,481.6,3.1040
74,9,1467.0,808.0,WaferRoll,374.3,2.9979
75,1,637.9,739.6,Caprice,515.7,3.3242
75,2,1642.8,739.3,Caprice,290.9,2.9658
75,3,1435.5,317.3,Caprice,198.5,2.9199
75,4,476.2,316.1,Caprice,397.2,3.2535
75,5,602.8,645.9,Caprice,431.4,3.1857
75,6,419.1,369.0,Caprice,451.3,3.1027
76,1,1600.0,617.2,WaferRoll,436.0,3.1113
76,2,1527.5,769.7,WaferRoll,192.7,3.4296
76,3,1755.7,384.0,WaferRoll,243.5,3.0788
76,4,463.0,267.7,WaferRoll,172.2,2.7186
76,5,363.1,280.0,WaferRoll,169.1,2.8528
76,6,538.0,779.4,WaferRoll,202.4,2.6530
76,7,1404.0,310.4,WaferRoll,231.5,3.1080
76,8,1423.3,754.4,WaferRoll,273.1,3.3121
76,9,623.4,339.1,WaferRoll,182.9,2.6372
76,10,560.4,759.4,WaferRoll,186.6,2.8022
77,1,548.9,426.0,Caprice,261.9,3.4954
77,2,532.5,266.2,Caprice,357.8,3.3157
77,3,1473.1,318.4,Caprice,98.5,3.1574
77,4,1463.9,321.3,Caprice,137.7,3.0077
77,5,558.0,731.2,Caprice,337.2,3.3918
77,6,498.3,314.1,Caprice,386.9,3.4132
77,7,1589.9,753.3,Caprice,203.4,3.3336
77,8,1774.3,445.5,Caprice,249.5,3.1370
78,1,466.6,823.9,Caprice,247.4,3.4325
78,2,480.4,688.5,Caprice,311.2,3.3412
78,3,1571.3,795.5,Caprice,209.8,3.3472
78,4,1721.9,458.8,Caprice,264.9,3.2492
78,5,556.5,575.0,Caprice,246.9,3.3264
78,6,1765.6,512.6,Caprice,257.7,3.3404
78,7,558.0,761.4,Caprice,303.0,3.4311
78,8,579.7,378.1,Caprice,280.9,3.4706
78,9,1407.0,367.2,Caprice,244.9,3.1986
79,1,1785.5,465.1,WaferRoll,347.9,3.8065
79,2,520.7,257.6,WaferRoll,191.7,3.2766
79,3,502.9,295.8,WaferRoll,181.5,3.2819
79,4,518.7,331.7,WaferRoll,238.8,3.4872
79,5,1563.3,652.4,WaferRoll,268.4,3.8178
79,6,567.7,419.6,WaferRoll,235.0,3.3892
79,7,1437.0,303.7,WaferRoll,294.6,3.6519
79,8,551.5,726.1,WaferRoll,192.8,3.5043
79,9,447.3,806.7,WaferRoll,172.6,3.4007
79,10,493.8,662.2,WaferRoll,208.3,3.2882
80,1,1740.9,418.7,Caprice,359.9,3.3647
80,2,508.7,277.9,Caprice,418.7,3.7265
80,3,1684.0,419.2,Caprice,266.8,3.2784
80,4,1492.7,252.3,Caprice,345.9,3.1460
80,5,527.7,431.5,Caprice,606.4,3.7250
80,6,498.5,778.1,Caprice,555.5,3.5874
80,7,727.7,398.6,Caprice,801.0,3.5244
80,8,460.4,237.4,Caprice,574.1,3.5956
80,9,464.4,340.4,Caprice,506.7,3.5199
81,1,1518.6,750.6,Caprice,232.8,3.3441
81,2,454.3,709.3,Caprice,365.3,3.5302
81,3,1367.9,313.6,Caprice,250.3,3.2686
81,4,608.8,655.1,Caprice,516.4,3.6656
81,5,1562.1,807.7,Caprice,321.0,3.4753
81,6,1529.7,742.7,Caprice,125.7,3.4368
81,7,1457.3,313.0,Caprice,325.1,3.5844
82,1,573.1,368.7,WaferRoll,177.0,2.8603
82,2,1569.0,735.9,WaferRoll,212.5,3.2195
82,3,575.6,592.1,WaferRoll,171.8,3.0312
82,4,1759.8,405.6,WaferRoll,188.8,3.2970
82,5,1458.1,287.4,WaferRoll,269.7,3.1613
82,6,1481.5,666.4,WaferRoll,197.4,3.4023
82,7,503.2,628.3,WaferRoll,167.9,2.9542
82,8,175.5,428.4,WaferRoll,165.1,3.0144
83,1,1384.4,239.9,Caprice,184.8,2.6195
83,2,433.9,376.3,Caprice,272.1,2.9353
83,3,1471.8,644.2,Caprice,230.8,2.8369
83,4,426.1,699.0,Caprice,242.1,3.0125
83,5,436.4,267.9,Caprice,318.4,2.9908
83,6,552.6,670.3,Caprice,286.2,3.0469
83,7,465.9,373.7,Caprice,235.0,3.1909
83,8,1451.8,755.6,Caprice,142.4,2.8858
83,9,785.8,693.4,Caprice,288.3,2.8185
83,10,1486.7,750.7,Caprice,242.0,2.7479
84,1,1525.1,711.9,Caprice,268.6,3.1513
84,2,450.6,388.0,Caprice,283.7,3.5203
84,3,1461.6,302.9,Caprice,245.1,3.2784
84,4,1434.2,318.9,Caprice,282.7,2.8794
84,5,631.8,167.9,Caprice,294.6,3.3140
84,6,1418.4,372.4,Caprice,226.7,2.9298
84,7,1489.4,191.4,Caprice,149.7,2.9196
84,8,576.1,682.7,Caprice,289.3,3.1567
84,9,463.1,730.1,Caprice,218.7,3.3351
84,10,508.8,677.1,Caprice,239.2,3.4921
85,1,1733.1,371.3,WaferRoll,383.1,3.5509
85,2,1005.4,793.8,WaferRoll,224.7,3.3920
85,3,1398.8,220.9,WaferRoll,187.9,3.3352
85,4,455.5,270.3,WaferRoll,107.9,3.1568
85,5,573.9,300.8,WaferRoll,212.9,3.0764
85,6,1737.3,440.3,WaferRoll,231.0,3.4329
85,7,1415.2,351.9,WaferRoll,230.2,3.5400
85,8,531.8,349.8,WaferRoll,153.8,3.2506
85,9,1514.5,713.1,WaferRoll,262.3,3.4834
85,10,425.1,837.9,WaferRoll,237.5,2.9798
86,1,552.0,702.4,Caprice,248.5,3.5400
86,2,630.7,301.1,Caprice,294.9,3.7419
86,3,553.7,679.1,Caprice,235.4,3.6295
86,4,1576.3,701.0,Caprice,175.2,3.2389
86,5,1343.4,657.0,Caprice,256.4,3.5040
86,6,514.9,298.9,Caprice,315.6,3.8105
86,7,1435.1,254.1,Caprice,231.4,3.3595
87,1,1572.3,752.6,Caprice,116.0,3.2172
87,2,450.9,716.2,Caprice,166.8,3.5849
87,3,1525.2,649.4,Caprice,187.8,3.4026
87,4,1487.8,779.4,Caprice,166.5,3.1578
87,5,808.5,915.2,Caprice,201.4,3.5914
87,6,562.3,410.4,Caprice,225.6,3.6830
87,7,1661.3,730.2,Caprice,150.5,3.4133
87,8,622.8,601.9,Caprice,249.3,3.4369
87,9,1459.5,309.4,Caprice,122.1,3.3556
87,10,1698.1,464.6,Caprice,174.7,3.4891
88,1,563.8,715.0,WaferRoll,317.1,3.1919
88,2,1459.0,205.2,WaferRoll,378.3,3.7933
88,3,569.9,695.5,WaferRoll,235.1,3.2981
88,4,861.5,947.8,WaferRoll,290.1,3.5514
88,5,426.8,659.4,WaferRoll,319.2,3.2375
88,6,521.1,199.5,WaferRoll,205.3,3.4682
88,7,468.5,732.7,WaferRoll,317.4,3.6702
88,8,513.8,242.7,WaferRoll,273.5,3.3215
89,1,1761.5,456.7,Caprice,359.4,2.9363
89,2,1537.2,331.2,Caprice,452.6,2.7750
89,3,1721.2,413.4,Caprice,380.2,2.8098
89,4,1464.1,280.8,Caprice,422.5,2.9391
89,5,1422.7,250.2,Caprice,365.4,3.0857
89,6,1412.0,334.2,Caprice,405.6,2.9547
89,7,416.1,749.1,Caprice,588.2,3.2172
89,8,514.6,282.6,Caprice,407.4,3.1910
90,1,1437.0,295.2,WaferRoll,306.9,3.1091
90,2,1552.4,727.1,WaferRoll,230.4,2.9430
90,3,521.0,397.9,WaferRoll,181.8,3.0046
90,4,1495.8,697.7,WaferRoll,316.4,3.3277
90,5,1700.0,407.7,WaferRoll,329.7,3.2141
90,6,401.7,372.7,WaferRoll,126.0,3.0334
90,7,532.5,320.4,WaferRoll,170.2,2.7776
90,8,634.3,703.6,WaferRoll,155.2,2.9093
90,9,1471.4,757.7,WaferRoll,279.2,3.2628
91,1,493.0,727.7,WaferRoll,295.2,3.2911
91,2,1461.0,338.4,WaferRoll,512.3,3.6684
91,3,412.8,269.3,WaferRoll,361.5,3.2212
91,4,1408.4,394.6,WaferRoll,621.1,3.7179
91,5,1415.5,322.9,WaferRoll,611.7,3.7181
91,6,515.7,198.9,WaferRoll,275.8,3.3657
91,7,1426.7,255.6,WaferRoll,580.8,3.6811
91,8,393.1,730.3,WaferRoll,336.6,3.5017
92,1,414.9,327.3,WaferRoll,155.4,3.1848
92,2,1462.9,225.6,WaferRoll,314.8,3.4792
92,3,1627.4,748.0,WaferRoll,203.4,3.5433
92,4,1461.7,231.1,WaferRoll,320.5,3.3878
92,5,405.1,669.4,WaferRoll,193.0,3.1498
92,6,587.3,776.0,WaferRoll,129.6,3.2983
92,7,1452.9,311.4,WaferRoll,253.7,3.4233
92,8,1627.5,676.1,WaferRoll,256.4,3.5956
93,1,649.5,296.1,Caprice,397.5,3.6497
93,2,1783.4,402.3,Caprice,201.9,3.3149
93,3,517.3,551.1,Caprice,285.8,3.4901
93,4,1370.4,866.0,Caprice,249.3,3.2158
93,5,1547.0,764.8,Caprice,209.8,3.1707
93,6,1469.1,262.5,Caprice,232.3,3.2396
93,7,1419.7,757.4,Caprice,274.7,3.2332
93,8,497.9,814.4,Caprice,492.7,3.6488
93,9,526.4,615.8,Caprice,344.3,3.5826
94,1,514.9,830.5,Caprice,482.9,3.5650
94,2,1477.9,253.3,Caprice,354.0,3.3549
94,3,1491.6,293.3,Caprice,422.6,3.4284
94,4,661.3,619.8,Caprice,631.8,3.6506
94,5,1458.2,318.2,Caprice,466.3,3.2937
94,6,1456.5,644.2,Caprice,197.3,3.1022
95,1,574.7,687.2,WaferRoll,176.2,3.1128
95,2,1424.2,338.6,WaferRoll,270.0,3.4489
95,3,1519.1,649.4,WaferRoll,362.7,3.2616
95,4,1441.0,317.8,WaferRoll,299.5,3.3643
95,5,1713.8,429.2,WaferRoll,304.6,3.3173
95,6,1762.0,408.2,WaferRoll,242.5,3.4247
95,7,1567.8,710.6,WaferRoll,220.1,3.0823
95,8,1448.0,347.7,WaferRoll,261.8,3.0667
96,1,1551.4,698.3,WaferRoll,431.6,3.5314
96,2,1502.7,339.9,WaferRoll,350.0,3.4169
96,3,1400.9,289.9,WaferRoll,510.1,3.5588
96,4,1797.3,456.0,WaferRoll,227.0,3.2334
96,5,1432.1,657.3,WaferRoll,356.2,3.2948
96,6,1333.1,305.9,WaferRoll,433.4,3.6981
96,7,1360.3,234.7,WaferRoll,193.1,3.4675
96,8,1475.7,344.8,WaferRoll,464.2,3.4103
96,9,395.9,735.7,WaferRoll,265.4,3.1168
96,10,1443.3,317.4,WaferRoll,298.4,3.3857
97,1,389.6,355.7,Caprice,270.2,3.8046
97,2,1419.0,304.8,Caprice,140.8,3.5569
97,3,520.5,280.4,Caprice,281.4,3.6425
97,4,1496.1,832.6,Caprice,168.3,3.4149
97,5,493.0,282.4,Caprice,193.7,3.6515
97,6,1531.2,782.9,Caprice,115.0,3.5025
97,7,1482.9,769.5,Caprice,197.2,3.4518
97,8,569.6,237.5,Caprice,301.1,3.8150
97,9,607.1,408.1,Caprice,267.2,3.5719
97,10,407.2,235.9,Caprice,301.6,3.6977
98,1,476.6,851.8,WaferRoll,314.0,3.0337
98,2,1580.6,680.7,WaferRoll,525.6,2.9532
98,3,1492.4,341.0,WaferRoll,482.7,2.8110
98,4,1459.0,756.4,WaferRoll,306.1,3.1449
98,5,1404.2,628.0,WaferRoll,339.2,2.8383
98,6,1620.8,702.8,WaferRoll,341.7,3.0156
98,7,1404.1,340.3,WaferRoll,417.5,2.9556
99,1,1473.0,759.6,Caprice,233.4,2.7162
99,2,1468.7,269.6,Caprice,268.3,2.7151
99,3,1490.5,255.4,Caprice,268.7,2.6400
99,4,566.2,248.3,Caprice,339.3,3.1943
99,5,1759.9,443.9,Caprice,252.4,2.8239
99,6,636.3,702.1,Caprice,291.0,3.0578
100,1,1563.6,688.8,Caprice,194.9,3.3051
100,2,1468.0,724.5,Caprice,255.6,3.3398
100,3,1711.0,372.5,Caprice,306.6,3.3392
100,4,1481.1,374.8,Caprice,237.3,3.1962
100,5,1451.9,781.1,Caprice,217.4,3.4085
100,6,578.9,348.3,Caprice,336.8,3.3000
100,7,413.7,262.4,Caprice,453.0,3.7061
100,8,1474.1,227.9,Caprice,237.2,3.4343
100,9,1742.7,425.2,Caprice,258.3,3.4404
100,10,630.3,807.4,Caprice,414.1,3.5105
